Name,Type,City,County,State,FAA Region,Site No.,Control Tower,Facility Use,Owner Type,Latitude,Longitude
DUDA AIRSTRIP,AIRPORT,LA BELLE,HENDRY,FL,ASO,03270.11*A,N,PR,PR,26.5797947222,-81.4836886111
OKEELANTA,AIRPORT,SOUTH BAY,PALM BEACH,FL,ASO,03505.01*A,N,PR,PR,26.5811813889,-80.7558933333
WOODSTOCK,AIRPORT,FORT MYERS,LEE,FL,ASO,03198.3*A,N,PR,PR,26.5825755556,-82.0984252778
PAGE FIELD,AIRPORT,FORT MYERS,LEE,FL,ASO,03198.*A,Y,PU,PU,26.5866111111,-81.8632500000
DUDA AIRSTRIP,AIRPORT,BELLE GLADE,PALM BEACH,FL,ASO,03055.11*A,N,PR,PR,26.5878475000,-80.6372791667
PALM BEACH COUNTY PARK,AIRPORT,WEST PALM BEACH,PALM BEACH,FL,ASO,03555.1*A,N,PU,PU,26.5930555556,-80.0850646111
JFK MEDICAL CENTER,HELIPORT,ATLANTIS,PALM BEACH,FL,ASO,03039.*H,N,PR,PR,26.5997222222,-80.0911111111
SALTY APPROACH,AIRPORT,FORT MYERS,LEE,FL,ASO,03196.2*A,N,PR,PR,26.6034086111,-82.2200947222
SOUTHWEST FLORIDA RGNL MEDICAL CENTER,HELIPORT,FORT MYERS,LEE,FL,ASO,03196.31*H,N,PR,PR,26.6053516667,-81.8595302778
PINE ISLAND HELISTOP,HELIPORT,PINE ISLAND CENTER,LEE,FL,ASO,03443.31*H,N,PR,PU,26.6067413889,-82.1109255556
PALM BEACH COMMUNITY COLLEGE,HELIPORT,LAKE WORTH,PALM BEACH,FL,ASO,03288.72*H,N,PR,PR,26.6107333333,-80.0876250000
LOXAHATCHEE,AIRPORT,LAKE WORTH,PALM BEACH,FL,ASO,03288.71*A,N,PR,PR,26.6225677778,-80.3053261111
NITV,HELIPORT,WELLINGTON,PALM BEACH,FL,ASO,03550.9*H,N,PR,PR,26.6339694444,-80.2242111111
SOUTHERN MACHINE & STEEL YARD,HELIPORT,FORT MYERS,LEE,FL,ASO,03196.32*H,N,PR,PR,26.6342391667,-81.8339738889
CALOOSA DOWNTOWN,SEAPLANE BASE,FORT MYERS,LEE,FL,ASO,03197.1*C,N,PR,PR,26.6350000000,-81.8750000000
WELLINGTON MEDICAL CENTER,HELIPORT,WEST PALM BEACH,PALM BEACH,FL,ASO,03555.14*H,N,PR,PR,26.6375675000,-80.2044900000
CAPE CORAL HOSPITAL,HELIPORT,CAPE CORAL,LEE,FL,ASO,03096.42*H,N,PR,PR,26.6384061111,-81.9414766667
LEE MEMORIAL HOSPITAL EMERGENCY,HELIPORT,FORT MYERS,LEE,FL,ASO,03196.3*H,N,PR,PU,26.6417388889,-81.8673080556
BUCKINGHAM FIELD,AIRPORT,FORT MYERS,LEE,FL,ASO,03199.*A,N,PR,PR,26.6434050000,-81.7103597222
TRANQUILITY BAY STRIP,AIRPORT,FORT MYERS,LEE,FL,ASO,03198.1*A,N,PR,PR,26.6434066667,-82.1178697222
WELLINGTON AERO CLUB,AIRPORT,WEST PALM BEACH,PALM BEACH,FL,ASO,03554.1*A,N,PR,PR,26.6464558333,-80.2942147222
WINK TV,HELIPORT,FORT MYERS,LEE,FL,ASO,03196.34*H,N,PR,PR,26.6508333333,-81.8555555556
PINE ISLAND,AIRPORT,FORT MYERS,LEE,FL,ASO,03197.*A,N,PR,PR,26.6561836111,-82.1212030556
STRAYHORN RANCH,AIRPORT,FORT MYERS,LEE,FL,ASO,03196.21*A,N,PR,PR,26.6628488889,-81.7706388889
BOKEELIA HELISTOP,HELIPORT,CAPE CORAL,LEE,FL,ASO,03096.43*H,N,PR,PU,26.6706277778,-82.1359255556
EAGLE'S LANDING,AIRPORT,FORT MYERS,LEE,FL,ASO,03196.*A,N,PR,PR,26.6772941667,-82.1364811111
PALMS WEST HOSPITAL HELISTOP,HELIPORT,LOXAHATCHEE,PALM BEACH,FL,ASO,03308.46*H,N,PR,PR,26.6805555556,-80.8405555556
PALM BEACH INTL,AIRPORT,WEST PALM BEACH,PALM BEACH,FL,ASO,03555.*A,Y,PU,PU,26.6831666667,-80.0955833333
RANGER,HELIPORT,WEST PALM BEACH,PALM BEACH,FL,ASO,03555.16*H,N,PR,PR,26.6836769444,-80.1872672222
BOB PAUL,AIRPORT,LA BELLE,HENDRY,FL,ASO,03270.3*A,N,PR,PR,26.6836794444,-81.4497986111
THE MURPHY COMPANY,HELIPORT,WEST PALM BEACH,PALM BEACH,FL,ASO,03555.2*H,N,PR,PR,26.6872877778,-80.0572636111
BELLE GLADE STATE MUNI,AIRPORT,BELLE GLADE,PALM BEACH,FL,ASO,03054.*A,N,PU,PU,26.6983055556,-80.6608055556
COTTON STRIP,AIRPORT,LA BELLE,HENDRY,FL,ASO,03270.4*A,N,PR,PR,26.7134011111,-81.5353558333
WPTV,HELIPORT,WEST PALM BEACH,PALM BEACH,FL,ASO,03555.23*H,N,PR,PR,26.7138888889,-80.0641666667
WEST PALM BEACH POLICE STATION,HELIPORT,WEST PALM BEACH,PALM BEACH,FL,ASO,03555.22*H,N,PR,PR,26.7139916667,-80.0578416667
PALM BEACH COUNTY JUDICIAL CENTER,HELIPORT,WEST PALM BEACH,PALM BEACH,FL,ASO,03555.21*H,N,PR,PR,26.7147861111,-80.0539277778
DIAMOND O RANCH,AIRPORT,SANTA ELENA,STARR,TX,ASW,24742.1*A,N,PR,PR,26.7170000000,-98.5586305556
PALM BEACH SHERIFF'S RANGE,HELIPORT,WEST PALM BEACH,PALM BEACH,FL,ASO,03555.19*H,N,PR,PU,26.7170091667,-80.1997675000
LAKESIDE MEDICAL CENTER,HELIPORT,BELLE GLADE,PALM BEACH,FL,ASO,03055.14*H,N,PR,PR,26.7237111111,-80.6719472222
HARPER'S FLY-IN RANCH,AIRPORT,CLEWISTON,HENDRY,FL,ASO,03117.23*A,N,PR,PR,26.7305555556,-81.1638888889
PINE SHADOWS AIRPARK,AIRPORT,FORT MYERS,LEE,FL,ASO,03198.4*A,N,PR,PR,26.7328463889,-81.8973083333
AIRGLADES,AIRPORT,CLEWISTON,HENDRY,FL,ASO,03118.*A,N,PU,PU,26.7351666667,-81.0510555556
WILLIAM'S SKY MANOR,AIRPORT,LA BELLE,HENDRY,FL,ASO,03270.12*A,N,PR,PR,26.7389552778,-81.5061883333
LA BELLE MUNI,AIRPORT,LA BELLE,HENDRY,FL,ASO,03270.1*A,N,PU,PU,26.7405833333,-81.4282777778
BOCA GRANDE HELISTOP,HELIPORT,BOCA GRANDE,LEE,FL,ASO,03059.*H,N,PR,PU,26.7422919444,-82.2587055556
HENDRY COUNTY FIRE-EMS,HELIPORT,LA BELLE,HENDRY,FL,ASO,03270.18*H,N,PR,PR,26.7463888889,-81.4286111111
RYBOVICH,HELIPORT,WEST PALM BEACH,PALM BEACH,FL,ASO,03555.15*H,N,PR,PR,26.7492300000,-80.0492075000
ST MARYS HOSPITAL,HELIPORT,WEST PALM BEACH,PALM BEACH,FL,ASO,03555.13*H,N,PR,PR,26.7566666667,-80.0611111111
FREEDOM WPEC INC,HELIPORT,MANGONIA PARK,PALM BEACH,FL,ASO,03313.3*H,N,PR,PR,26.7614519444,-80.0705972222
SOUTH POINT,AIRPORT,LA BELLE,HENDRY,FL,ASO,03270.16*A,N,PR,PR,26.7683333333,-81.5388888889
PALM BEACH CO GLADES,AIRPORT,PAHOKEE,PALM BEACH,FL,ASO,03419.1*A,N,PU,PU,26.7850277778,-80.6933611111
SUNDANCE FARMS,AIRPORT,LA BELLE,GLADES,FL,ASO,03270.13*A,N,PR,PR,26.8003419444,-81.4850766667
SAN RAFAEL RANCH,AIRPORT,SANTA ELENA,JIM HOGG,TX,ASW,24742.11*A,N,PR,PR,26.8151944444,-98.4792777778
PALM BEACH GARDENS MEDICAL CENTER,HELIPORT,PALM BEACH GARDENS,PALM BEACH,FL,ASO,03422.54*H,N,PR,PR,26.8293055556,-80.0856666667
HILLIARD'S PRIVATE,AIRPORT,MOORE HAVEN,GLADES,FL,ASO,03359.1*A,N,PR,PR,26.8325616667,-81.0800675000
PGA NATIONAL,HELIPORT,PALM BEACH GARDENS,PALM BEACH,FL,ASO,03422.52*H,N,PR,PR,26.8328386111,-80.1433769444
GRAHAM LANDING STRIP - MOORE HAVEN,AIRPORT,MOORE HAVEN,GLADES,FL,ASO,03359.01*A,N,PR,PR,26.8408950000,-81.1517358333
NORTH PALM BEACH COUNTY GENERAL AVIATION,AIRPORT,WEST PALM BEACH,PALM BEACH,FL,ASO,03554.2*A,N,PU,PU,26.8459166667,-80.2223333333
BURNT STORE ROAD,HELIPORT,PUNTA GORDA,CHARLOTTE,FL,ASO,03455.23*H,N,PR,PR,26.8466305556,-82.0222277778
CORAL CREEK,AIRPORT,PLACIDA,CHARLOTTE,FL,ASO,03443.4*A,N,PR,PR,26.8545097222,-82.2512047222
BRADY,HELIPORT,JUNA BEACH,PALM BEACH,FL,ASO,03258.69*H,N,PR,PR,26.8558333333,-80.0747222222
EL COYOTE RANCH,AIRPORT,ENCINO,BROOKS,TX,ASW,23833.6*A,N,PR,PR,26.8582766667,-98.2217490000
FLORIDA POWER & LIGHT-JUNO BEACH,HELIPORT,JUNO BEACH,PALM BEACH,FL,ASO,03258.68*H,N,PR,PR,26.8595047222,-80.0572633333
ROTUNDA,HELIPORT,PLACIDA,CHARLOTTE,FL,ASO,03443.5*H,N,PR,PR,26.8958333333,-82.2416666667
WILLIAM P GWINN,AIRPORT,JUPITER,PALM BEACH,FL,ASO,03258.721*A,Y,PR,PR,26.9081530556,-80.3284140278
BR RANCH,AIRPORT,JUPITER,PALM BEACH,FL,ASO,03258.74*A,N,PR,PR,26.9142247222,-80.2053230556
FLYING H,HELIPORT,JUPITER,PALM BEACH,FL,ASO,03258.731*H,N,PR,PR,26.9172800000,-80.1997672222
PUNTA GORDA,AIRPORT,PUNTA GORDA,CHARLOTTE,FL,ASO,03455.*A,Y,PU,PU,26.9189376667,-81.9909258056
JUPITER MEDICAL CENTER,HELIPORT,JUPITER,PALM BEACH,FL,ASO,03258.73*H,N,PR,PR,26.9255555556,-80.0961111111
ARMSTRONG RANCH,AIRPORT,ARMSTRONG,KENEDY,TX,ASW,23354.7*A,N,PR,PR,26.9339436111,-97.7624941667
PAYSON RANCH,AIRPORT,PUNTA GORDA,CHARLOTTE,FL,ASO,03455.2*A,N,PR,PR,26.9372811111,-81.5670222222
LYKES PALMDALE,AIRPORT,PALMDALE,GLADES,FL,ASO,03423.5*A,N,PR,PR,26.9478355556,-81.3186836111
SHELL CREEK AIRPARK,AIRPORT,PUNTA GORDA,CHARLOTTE,FL,ASO,03455.1*A,N,PU,PR,26.9686111111,-81.9163055556
ZAPATA COUNTY,AIRPORT,ZAPATA,ZAPATA,TX,ASW,25083.*A,N,PU,PU,26.9687861111,-99.2489083333
ATC,HELIPORT,JUPITER,PALM BEACH,FL,ASO,03258.77*H,N,PR,PR,26.9886672222,-80.0928197222
BUCHAN,AIRPORT,ENGLEWOOD,SARASOTA,FL,ASO,03178.5*A,N,PU,PU,26.9900805556,-82.3740177778
ST. JOSEPH HOSPITAL,HELIPORT,PORT CHARLOTTE,CHARLOTTE,FL,ASO,03451.81*H,N,PR,PR,26.9908922222,-82.0950891667
LAST CHANCE RANCH,AIRPORT,LAKE PLACID,GLADES,FL,ASO,03285.14*A,N,PR,PR,27.0217219444,-81.4511863889
INDIANTOWN,AIRPORT,INDIANTOWN,MARTIN,FL,ASO,03248.*A,N,PU,PR,27.0375000000,-80.4410000000
LAKE SUZY ESTATES,AIRPORT,PORT CHARLOTTE,DE SOTO,FL,ASO,03451.8*A,N,PR,PR,27.0425566667,-82.0436988889
NORTH PORT EMS,HELIPORT,NORTH PORT,SARASOTA,FL,ASO,03390.*H,N,PR,PU,27.0460527778,-82.2362944444
HENNESSY,AIRPORT,ARCADIA,DE SOTO,FL,ASO,03030.11*A,N,PR,PR,27.0511666667,-81.8481388889
SUNNYBREEZE,AIRPORT,ARCADIA,DE SOTO,FL,ASO,03030.02*A,N,PR,PR,27.0555555556,-81.9705555556
VENICE MUNI,AIRPORT,VENICE,SARASOTA,FL,ASO,03538.*A,N,PU,PU,27.0716111111,-82.4403333333
ZACHRY RANCH,AIRPORT,ESCOBAS,JIM HOGG,TX,ASW,23839.*A,N,PR,PR,27.0725405556,-98.9386402778
NORTH PORT FIRE RESCUE STATION 81,HELIPORT,NORTH PORT,SARASOTA,FL,ASO,03390.01*H,N,PR,PR,27.0744166667,-82.2080555556
MONTGOMERY RANCH,AIRPORT,ARCADIA,DE SOTO,FL,ASO,03030.14*A,N,PR,PR,27.0744983333,-81.5864666667
PUESTA DEL SOL,AIRPORT,HEBBRONVILLE,JIM HOGG,TX,ASW,24030.122*A,N,PR,PR,27.0756008333,-98.6016850000
J. H. HENDRIE FARMS,AIRPORT,LAKE PLACID,HIGHLANDS,FL,ASO,03285.2*A,N,PR,PR,27.0844969444,-81.3286833333
HORSESHOE ACRES AIRPARK,AIRPORT,INDIANTOWN,MARTIN,FL,ASO,03247.92*A,N,PR,PR,27.0933333333,-80.6122222222
TROPICAL PLANTATION,AIRPORT,PALM CITY,MARTIN,FL,ASO,03423.*A,N,PR,PR,27.1028288889,-80.2933813889
CAGE RANCH,AIRPORT,FALFURRIAS,BROOKS,TX,ASW,23850.1*A,N,PR,PR,27.1058788889,-98.2058397222
CORRALITOS,AIRPORT,SAN YGNACIO,ZAPATA,TX,ASW,24745.*A,N,PR,PR,27.1114186111,-99.4225400000
BRADY RANCH,AIRPORT,INDIANTOWN,MARTIN,FL,ASO,03247.91*A,N,PR,PR,27.1133836111,-80.6333894444
CARLSTROM FIELD,AIRPORT,ARCADIA,DE SOTO,FL,ASO,03030.18*A,N,PR,PR,27.1206083333,-81.8498055556
NAKED LADY RANCH,AIRPORT,STUART,MARTIN,FL,ASO,03507.2*A,N,PR,PR,27.1428275000,-80.3378272222
BAGGETT AIRPARK,AIRPORT,OKEECHOBEE,OKEECHOBEE,FL,ASO,03396.13*A,N,PR,PR,27.1555555556,-80.6916666667
BLUE HEAD RANCH,AIRPORT,LAKE PLACID,HIGHLANDS,FL,ASO,03285.1*A,N,PR,PR,27.1625502778,-81.5428544444
SAILFISH POINT,HELIPORT,SEWALL'S POINT,MARTIN,FL,ASO,03494.9*H,N,PR,PR,27.1697713889,-80.1567111111
WITHAM FIELD,AIRPORT,STUART,MARTIN,FL,ASO,03507.*A,Y,PU,PU,27.1816995556,-80.2212939722
KINGS PORT,AIRPORT,LAKE PLACID,HIGHLANDS,FL,ASO,03285.*A,N,PR,PR,27.1828266667,-81.3906288889
LYKES BRIGHTON,AIRPORT,OKEECHOBEE,GLADES,FL,ASO,03396.03*A,N,PR,PR,27.1889366667,-81.0870111111
ARCADIA MUNI,AIRPORT,ARCADIA,DE SOTO,FL,ASO,03030.*A,N,PU,PU,27.1919944444,-81.8373047222
MC DONALD'S FIELD,AIRPORT,ARCADIA,DE SOTO,FL,ASO,03030.15*A,N,PR,PR,27.1969944444,-81.9156397222
MARTIN MEMORIAL HOSPITAL,HELIPORT,STUART,MARTIN,FL,ASO,03507.02*H,N,PR,PR,27.2033811111,-80.2414363889
ELLSWORTH FIELD,AIRPORT,ARCADIA,DE SOTO,FL,ASO,03030.09*A,N,PR,PR,27.2055555556,-81.7772222222
BROOKS COUNTY,AIRPORT,FALFURRIAS,BROOKS,TX,ASW,23852.*A,N,PU,PU,27.2060241111,-98.1210375556
OAKS HELISTOP,HELIPORT,VENICE,SARASOTA,FL,ASO,03538.01*H,N,PR,PR,27.2064400000,-82.4881522222
HARBOR LINKS YACHT & COUNTRY CLUB,HELIPORT,STUART,ST LUCIE,FL,ASO,03507.01*H,N,PR,PR,27.2086111111,-80.2913888889
AMISTAD RANCH,HELIPORT,OKEECHOBEE,OKEECHOBEE,FL,ASO,03396.15*H,N,PR,PR,27.2158361111,-80.6848666667
SOUTHERN FRUIT GROVES,AIRPORT,PORT ST. LUCIE,ST LUCIE,FL,ASO,03453.51*A,N,PR,PR,27.2211577778,-80.5206097222
DE SOTO MEMORIAL HOSPITAL,HELIPORT,ARCADIA,DE SOTO,FL,ASO,03030.01*H,N,PR,PU,27.2279888889,-81.8509888889
RIVER OAK,AIRPORT,OKEECHOBEE,OKEECHOBEE,FL,ASO,03396.02*A,N,PR,PR,27.2308797222,-80.9692305556
SUNSET STRIP AIRPARK,AIRPORT,OKEECHOBEE,OKEECHOBEE,FL,ASO,03396.41*A,N,PR,PR,27.2342127778,-80.9036733333
TREASURE COAST AIRPARK,AIRPORT,PORT ST. LUCIE,ST LUCIE,FL,ASO,03200.14*A,N,PR,PR,27.2383794444,-80.4914425000
VINCE'S CONDOMINIUM ASSOCIATION,AIRPORT,LAKE PLACID,HIGHLANDS,FL,ASO,03285.12*A,N,PR,PR,27.2389355556,-81.3859061111
PLACID LAKES,AIRPORT,LAKE PLACID,HIGHLANDS,FL,ASO,03285.11*A,N,PR,PR,27.2456022222,-81.4131288889
CIG 402,HELIPORT,FALFURRIAS,BROOKS,TX,ASW,23850.11*H,N,PR,PR,27.2567088889,-98.0941702778
HCA RAULERSON HOSPITAL,HELIPORT,OKEECHOBEE,OKEECHOBEE,FL,ASO,03396.01*H,N,PR,PR,27.2656008333,-80.8303383333
OKEECHOBEE COUNTY,AIRPORT,OKEECHOBEE,OKEECHOBEE,FL,ASO,03396.*A,N,PU,PU,27.2665833333,-80.8503888889
MOSQUITO CTL,HELIPORT,SARASOTA,SARASOTA,FL,ASO,03483.5*H,N,PR,PR,27.2725000000,-82.3661111111
EVANS PROPERTIES INC,AIRPORT,FORT PIERCE,ST LUCIE,FL,ASO,03201.13*A,N,PR,PR,27.2778225000,-80.5858888889
ST LUCIE MEDICAL CENTER,HELIPORT,PORT ST LUCIE,ST LUCIE,FL,ASO,03453.53*H,N,PR,PR,27.2886111111,-80.2938888889
HIDDEN RIVER,AIRPORT,SARASOTA,SARASOTA,FL,ASO,03483.4*A,N,PR,PR,27.3031025000,-82.2725911111
FRIERSON GROVE,AIRPORT,ARCADIA,DE SOTO,FL,ASO,03030.13*A,N,PR,PR,27.3039347222,-81.8803611111
RANCHO BLANCO,AIRPORT,LAREDO,WEBB,TX,ASW,24192.3*A,N,PR,PR,27.3086344444,-99.4814305556
SARASOTA MEMORIAL HOSPITAL,HELIPORT,SARASOTA,SARASOTA,FL,ASO,03483.1*H,N,PR,PR,27.3178241667,-82.5298194444
FLORIDA HOSPITAL LAKE PLACID,HELIPORT,LAKE PLACID,HIGHLANDS,FL,ASO,03285.21*H,N,PR,PR,27.3205388889,-81.3704777778
RIVER ACRES,AIRPORT,OKEECHOBEE,OKEECHOBEE,FL,ASO,03396.1*A,N,PR,PR,27.3253208333,-81.0286761111
LOWE'S,AIRPORT,SARASOTA,SARASOTA,FL,ASO,03483.14*A,N,PR,PR,27.3308791667,-82.2906469444
CITRUS HEDGING RANCH,AIRPORT,OKEECHOBEE,OKEECHOBEE,FL,ASO,03396.12*A,N,PR,PR,27.3333763889,-80.7361694444
DOVE,HELIPORT,SARASOTA,SARASOTA,FL,ASO,03483.11*H,N,PR,PR,27.3333791667,-82.4300947222
LEWIS,HELIPORT,PREMONT,JIM WELLS,TX,ASW,24563.2*H,N,PR,PR,27.3350444444,-97.1280383333
SARASOTA DEPT OF FIRE-RESCUE EAST SIDE,HELIPORT,SARASOTA,SARASOTA,FL,ASO,03483.12*H,N,PR,PU,27.3389347222,-82.4964852778
AERO ACRES,AIRPORT,FORT PIERCE,ST LUCIE,FL,ASO,03200.13*A,N,PR,PR,27.3419869444,-80.5219988889
SCHWARTZ FARMS INC,AIRPORT,SARASOTA,SARASOTA,FL,ASO,03483.13*A,N,PR,PR,27.3436563889,-82.3173144444
GARDNER,AIRPORT,GARDNER,HARDEE,FL,ASO,03211.*A,N,PR,PR,27.3444883333,-81.7923038889
JIM HOGG COUNTY,AIRPORT,HEBBRONVILLE,JIM HOGG,TX,ASW,24030.121*A,N,PU,PU,27.3495555556,-98.7369444444
FP & L NUCLEAR POWER PLANT,HELIPORT,FORT PIERCE,ST LUCIE,FL,ASO,03200.21*H,N,PR,PR,27.3517088889,-80.2450477778
LAKE PERSIMMON AIRSTRIP,AIRPORT,LAKE PLACID,HIGHLANDS,FL,ASO,03285.02*A,N,PR,PR,27.3530975000,-81.4081286111
WEEKS,AIRPORT,PREMONT,JIM WELLS,TX,ASW,24563.11*A,N,PR,PR,27.3608719444,-98.1794494444
HALES 700,AIRPORT,FORT PIERCE,ST LUCIE,FL,ASO,03200.04*A,N,PR,PR,27.3611530556,-80.5708886111
PAXTON,AIRPORT,OKEECHOBEE,OKEECHOBEE,FL,ASO,03396.3*A,N,PR,PR,27.3611538889,-80.7608922222
SUNNILAND RANCH,AIRPORT,OKEECHOBEE,OKEECHOBEE,FL,ASO,03396.11*A,N,PR,PR,27.3630983333,-80.7728369444
4-G RANCH,AIRPORT,PREMONT,DUVAL,TX,ASW,24563.*A,N,PR,PR,27.3836483333,-98.3100080556
LAKEWOOD RANCH MEDICAL CENTER HELISTOP,HELIPORT,BRADENTON,MANATEE,FL,ASO,03075.01*H,N,PR,PR,27.3902777778,-82.4416666667
SARASOTA/BRADENTON INTL,AIRPORT,SARASOTA/BRADENTON,SARASOTA,FL,ASO,03484.*A,Y,PU,PU,27.3954444444,-82.5543888889
LAKE JOSEPHINE,SEAPLANE BASE,SEBRING,HIGHLANDS,FL,ASO,03493.04*C,N,PR,PR,27.3969444444,-81.4266666667
SEELIGSON RANCH,AIRPORT,PREMONT,JIM WELLS,TX,ASW,24563.1*A,N,PR,PR,27.4044819444,-98.1447263889
WILLIAMS HAWGWILD,AIRPORT,FORT PIERCE,ST LUCIE,FL,ASO,03200.1*A,N,PR,PR,27.4089288889,-80.4278302778
SOUTHEASTERN,AIRPORT,FORT PIERCE,ST LUCIE,FL,ASO,03200.*A,N,PR,PR,27.4114288889,-80.5261658333
GRIFFINS PEACE RIVER RANCH,AIRPORT,ZOLFO SPRINGS,HARDEE,FL,ASO,03580.*A,N,PR,PR,27.4189300000,-81.8325825000
O S WYATT,AIRPORT,REALITOS,DUVAL,TX,ASW,24602.*A,N,PR,PR,27.4216472222,-98.6043500000
LAWNWOOD MEDICAL CENTER,HELIPORT,FORT PIERCE,ST LUCIE,FL,ASO,03201.01*H,N,PR,PR,27.4308727778,-80.3456058333
SANTA MARIA RANCH,AIRPORT,LAREDO,WEBB,TX,ASW,24194.01*A,N,PR,PR,27.4337944444,-99.1859388889
ADAMS RANCH,AIRPORT,FORT PIERCE,ST LUCIE,FL,ASO,03200.02*A,N,PR,PR,27.4419838889,-80.5842225000
DRAGONFLY,AIRPORT,FORT PIERCE,ST LUCIE,FL,ASO,03200.03*A,N,PR,PR,27.4439280556,-80.5650555556
VAN ES RANCH,AIRPORT,OILTON,WEBB,TX,ASW,24433.*A,N,PR,PR,27.4553069444,-98.9264125000
MYAKKA HEAD,AIRPORT,ZOLFO SPRINGS,MANATEE,FL,ASO,03580.01*A,N,PR,PR,27.4555555556,-82.1050000000
SEBRING RGNL,AIRPORT,SEBRING,HIGHLANDS,FL,ASO,03493.*A,N,PU,PU,27.4563888889,-81.3423888889
HIGHLANDS RGNL MEDICAL CENTER,HELIPORT,SEBRING,HIGHLANDS,FL,ASO,03493.02*H,N,PR,PU,27.4655930556,-81.4322955556
BAGGETT,AIRPORT,FORT PIERCE,ST LUCIE,FL,ASO,03200.2*A,N,PR,PR,27.4697600000,-80.4164411111
HCA L.W. BLAKE HOSPITAL,HELIPORT,BRADENTON,MANATEE,FL,ASO,03075.*H,N,PR,PR,27.4828177778,-82.5231516667
BARRONENA EAST,AIRPORT,HEBBRONVILLE,DUVAL,TX,ASW,24030.11*A,N,PR,PR,27.4850336111,-98.6619611111
BARRONENA RANCH,AIRPORT,HEBBRONVILLE,DUVAL,TX,ASW,24030.12*A,N,PR,PR,27.4911444444,-98.6694613889
ST LUCIE COUNTY INTL,AIRPORT,FORT PIERCE,ST LUCIE,FL,ASO,03202.*A,Y,PU,PU,27.4974722222,-80.3726388889
MANATEE MEMORIAL HOSPITAL,HELIPORT,BRADENTON,MANATEE,FL,ASO,03075.02*H,N,PR,PR,27.4991666667,-82.5627777778
KINGSVILLE NAS,AIRPORT,KINGSVILLE,KLEBERG,TX,ASW,24166.*A,Y,PR,MN,27.5045147222,-97.8082888889
WAUCHULA MUNI,AIRPORT,WAUCHULA,HARDEE,FL,ASO,03546.1*A,N,PU,PU,27.5149166667,-81.8804722222
LAREDO MEDICAL CENTER,HELIPORT,LAREDO,WEBB,TX,ASW,24192.7*H,N,PR,PR,27.5339500000,-99.4778472222
FLORIDA HOSPITAL-SEBRING,HELIPORT,SEBRING,HIGHLANDS,FL,ASO,03493.05*H,N,PR,PR,27.5380555556,-81.5092250000
SUN N LAKE,HELIPORT,SEBRING,HIGHLANDS,FL,ASO,03493.03*H,N,PR,PR,27.5386444444,-81.5097972222
INDIAN HAMMOCK,AIRPORT,FORT DRUM,OKEECHOBEE,FL,ASO,03191.8*A,N,PR,PR,27.5419813889,-80.8331161111
LAREDO INTL,AIRPORT,LAREDO,WEBB,TX,ASW,24194.*A,Y,PU,PU,27.5441944444,-99.4615833333
THOMSON AIRFIELD,AIRPORT,ELLENTON,MANATEE,FL,ASO,03178.*A,N,PR,PR,27.5442038889,-82.5300961111
SCOTT 2000,AIRPORT,VERO BEACH,INDIAN RIVER,FL,ASO,03539.6*A,N,PR,PR,27.5472586111,-80.6620016667
KLEBERG COUNTY,AIRPORT,KINGSVILLE,KLEBERG,TX,ASW,24166.7*A,N,PU,PU,27.5508611111,-98.0309166667
HAMILTON RANCH,AIRPORT,BRUNI,DUVAL,TX,ASW,23504.*A,N,PR,PR,27.5530863889,-98.7322402778
TRIPLE M,AIRPORT,VERO BEACH,ST LUCIE,FL,ASO,03539.3*A,N,PR,PR,27.5542016667,-80.4397750000
FLY IN RANCHES,AIRPORT,VERO BEACH,INDIAN RIVER,FL,ASO,03539.4*A,N,PR,PR,27.5625347222,-80.4997763889
LAKE MONTAZA,AIRPORT,OKEECHOBEE,OKEECHOBEE,FL,ASO,03396.14*A,N,PR,PR,27.5802777778,-80.8152777778
AVON PARK EXECUTIVE,AIRPORT,AVON PARK,HIGHLANDS,FL,ASO,03042.*A,N,PU,PU,27.5912998889,-81.5289668333
RECREATION CORPORATION,AIRPORT,OKEECHOBEE,OKEECHOBEE,FL,ASO,03396.5*A,N,PR,PR,27.5980902778,-80.8458938889
INDIAN RIVER AERODROME,AIRPORT,VERO BEACH,INDIAN RIVER,FL,ASO,03539.1*A,N,PR,PR,27.5986447222,-80.5019983333
DOCTORS HOSPITAL,HELIPORT,LAREDO,WEBB,TX,ASW,24192.4*H,N,PR,PR,27.6067166667,-99.4794527778
BISHOP MUNI,AIRPORT,BISHOP,NUECES,TX,ASW,23442.*A,N,PU,PU,27.6101666667,-97.7525277778
CREWS HOMESTEAD RANCH,AIRPORT,AVON PARK,HARDEE,FL,ASO,03042.1*A,N,PR,PR,27.6211444444,-81.6106333333
NEW HIBISCUS AIRPARK,AIRPORT,VERO BEACH,INDIAN RIVER,FL,ASO,03539.2*A,N,PU,PR,27.6322550000,-80.5275544444
WALDRON FLD NOLF,AIRPORT,CORPUS CHRISTI,NUECES,TX,ASW,23662.*A,Y,PR,PU,27.6350000000,-97.3122222222
AIRPORT MANATEE,AIRPORT,PALMETTO,MANATEE,FL,ASO,03424.12*A,N,PU,PR,27.6424722222,-82.5201666667
MACDILL AFB AUX FLD,AIRPORT,AVON PARK,POLK,FL,ASO,03043.*A,N,PR,MA,27.6478500000,-81.3415638889
