Name,City,State,Zip Code,Plant Operator,Plant Desc.,Operating Capacity (MW),Summer Capacity (MW),Winter Capacity (MW),Planned Capacity (MW),Retired Capacity (MW),Operating Units,Planned Units,Retired Units,Fuel 1,Fuel 2,Net Gen. MWh,Capacity Factor,Sub 1,Sub 2,No. Lines,NAICS Code,NAICS Desc.,SIC Code,Source,Source Date
Armstrong Power Station,"Rimersburg, PA",PA,16210,Allegheny Energy Supply Co LLC,"Coal-fired Power Plant (326.4 MW of operating capacity, 0 MW of planned capacity, and 0 MW of retired capacity)",326.4,343,356,0,0,2,0,0,Coal,,570024,18.97,Armstrong,,1,221112,Fossil Fuel Electric Power Generation,491,Aerial Imagery,2006
Mahoning Creek Dam Project,"Dayton, PA",PA,16222,Mahoning Creek Hydroelectric Co LLC,"Hydroelectric Power Plant (0 MW of operating capacity, 6 MW of planned capacity, and 0 MW of retired capacity)",0,0,0,6,0,0,1,0,Water,,0,0,Mahoning Creek Dam Project,,0,221111,Hydroelectric Power Generation,491,Ventyx Research,11/2007
Piney,"Clarion, PA",PA,16232,Brookfield Renewable Power Inc,"Hydroelectric Power Plant (32 MW of operating capacity, 0 MW of planned capacity, and 0 MW of retired capacity)",32,27,28,0,0,3,0,0,Water,,69648,29.45,Piney,,1,221111,Hydroelectric Power Generation,491,Aerial Imagery,04/2002
Piney Creek,"Clarion, PA",PA,16232,Colmac Clarion Inc,"Coal-fired Power Plant (36.2 MW of operating capacity, 0 MW of planned capacity, and 0 MW of retired capacity)",36.2,32.5,32.5,0,0,1,0,0,Coal,,271575,95.39,Piney Creek,,1,221112,Fossil Fuel Electric Power Generation,491,Aerial Imagery,2006
Handsome Lake Energy LLC,"Clintonville, PA",PA,16374,Handsome Lake Energy LLC,"Gas-fired Power Plant (285 MW of operating capacity, 0 MW of planned capacity, and 0 MW of retired capacity)",285,267.5,267.5,0,0,5,0,0,Gas,,40049,1.71,Handsome Lake Energy LLC,,1,221112,Fossil Fuel Electric Power Generation,491,Aerial Imagery,na
Scrubgrass Generating Co,"Clintonville, PA",PA,16373,Scrubgrass Generating Co LP,"Coal-fired Power Plant (94.7 MW of operating capacity, 0 MW of planned capacity, and 0 MW of retired capacity)",94.7,85,85,0,0,1,0,0,Coal,,719003,96.56,Scrubgrass Generating Co,,1,221112,Fossil Fuel Electric Power Generation,491,Aerial Imagery,na
Allegheny Energy Unit 8 & 9,"Point Marion, PA",PA,15451,Allegheny Energy Supply Co LLC,"Gas-fired Power Plant (87.6 MW of operating capacity, 0 MW of planned capacity, and 0 MW of retired capacity)",87.6,88,88,0,0,2,0,0,Gas,,55726,7.23,Allegheny Energy Unit 8 & 9,,1,221112,Fossil Fuel Electric Power Generation,491,Aerial Imagery,2006
Point Marion Lock & Dam Hydroelectric Project,"Point Marion, PA",PA,15474,BPUS Generation Development LLC,"Hydroelectric Power Plant (0 MW of operating capacity, 10.6 MW of planned capacity, and 0 MW of retired capacity)",0,0,0,10.6,0,0,2,0,Water,,0,0,Point Marion Lock & Dam Hydroelectric Project,,0,221111,Hydroelectric Power Generation,491,Aerial Imagery,08/2007
South Chestnut Ridge Wind,"Smithfield, PA",PA,15451,PPM Wind Energy LLC,"Renewable Energy Power Plant (0 MW of operating capacity, 46.2 MW of planned capacity, and 0 MW of retired capacity)",0,0,0,46.2,0,0,1,0,Renew,,0,0,South Chestnut Ridge Wind,,2,221119,Other Electric Power Generation,491,Ventyx Research,2010
AMP Berlin Wind,"Berlin, PA",PA,15530,American Municipal Power Inc,"Renewable Energy Power Plant (0 MW of operating capacity, 5.4 MW of planned capacity, and 0 MW of retired capacity)",0,0,0,5.4,0,0,1,0,Renew,,0,0,AMP Berlin Wind,,0,221119,Other Electric Power Generation,491,Nearest City,10/2009
Casselman Wind,"Casselman, PA",PA,15552,Casselman Windpower LLC,"Renewable Energy Power Plant (34.5 MW of operating capacity, 0 MW of planned capacity, and 0 MW of retired capacity)",34.5,34.5,34.5,0,0,1,0,0,Renew,,93121,30.81,Casselman Wind,,1,221119,Other Electric Power Generation,491,Aerial Imagery,na
Fayette Energy Facility,"Masontown, PA",PA,15458,Duke Energy Fayette II LLC,"Gas-fired Power Plant (677 MW of operating capacity, 0 MW of planned capacity, and 0 MW of retired capacity)",677,600.5,634.5,0,0,1,0,0,Gas,,2546940,48.42,Ronco,,1,221112,Fossil Fuel Electric Power Generation,491,Aerial Imagery,na
Green Mountain Wind Farm,"Garrett, PA",PA,15552,American National Wind Power Inc,"Renewable Energy Power Plant (10.4 MW of operating capacity, 0 MW of planned capacity, and 0 MW of retired capacity)",10.4,10.4,10.4,0,0,1,0,0,Renew,,7809,8.57,Green Mountain Wind Farm,,0,221119,Other Electric Power Generation,491,Aerial Imagery,na
Greene Energy Resource Recovery,"Nemacolin, PA",PA,15320,Wellington Development LLC,"Coal-fired Power Plant (0 MW of operating capacity, 600 MW of planned capacity, and 0 MW of retired capacity)",0,0,0,600,0,0,1,0,Coal,,0,0,Greene Energy Resource Recovery,,0,221112,Fossil Fuel Electric Power Generation,491,Ventyx Research,na
Hatfields Ferry Power Station,"Nemacolin, PA",PA,15320,Allegheny Energy Supply Co LLC,"Coal-fired Power Plant (1728 MW of operating capacity, 0 MW of planned capacity, and 0 MW of retired capacity)",1728,1590,1710,0,0,3,0,0,Coal,,9052400,64.99,Hatfields Ferry Power Station,,1,221112,Fossil Fuel Electric Power Generation,491,Aerial Imagery,na
Lookout Windpower,"Berlin, PA",PA,15530,Lookout Windpower LLC,"Renewable Energy Power Plant (37.8 MW of operating capacity, 0 MW of planned capacity, and 0 MW of retired capacity)",37.8,37.8,37.8,0,0,1,0,0,Renew,,83608,25.25,Lookout Windpower,,0,221119,Other Electric Power Generation,491,Aerial Imagery,09/2006
Maxwell Lock & Dam Hydroelectric Project,"Fredericktown, PA",PA,15450,BPUS Generation Development LLC,"Hydroelectric Power Plant (0 MW of operating capacity, 10 MW of planned capacity, and 0 MW of retired capacity)",0,0,0,10,0,0,2,0,Water,,0,0,Maxwell Lock & Dam Hydroelectric Project,,0,221111,Hydroelectric Power Generation,491,Ventyx Research,11/2007
Meyersdale Wind Energy Center,"Meyersdale, PA",PA,15552,Meyersdale Windpower LLC,"Renewable Energy Power Plant (30 MW of operating capacity, 0 MW of planned capacity, and 0 MW of retired capacity)",30,30,30,0,0,1,0,0,Renew,,76171,28.98,Meyersdale Wind Energy Center,,0,221119,Other Electric Power Generation,491,Aerial Imagery,na
Mill Run Windpower,"Ohiopyle, PA",PA,15470,Mill Run Windpower LLC,"Renewable Energy Power Plant (15 MW of operating capacity, 0 MW of planned capacity, and 0 MW of retired capacity)",15,15,15,0,0,1,0,0,Renew,,38034,28.95,Mill Run Windpower,,0,221119,Other Electric Power Generation,491,Aerial Imagery,na
SCI Laurel Highlands,"Somerset, PA",PA,15501,Pennsylvania Dep of Corrections,"Renewable Energy Power Plant (0 MW of operating capacity, 6.957 MW of planned capacity, and 0 MW of retired capacity)",0,0,0,6.957,0,0,4,0,Renew,,0,0,Sci Laurel Highlands,,0,221119,Other Electric Power Generation,491,FERC eLibrary,07/2010
Somerset Windpower,"Somerset, PA",PA,15501,Somerset Windpower LLC,"Renewable Energy Power Plant (9 MW of operating capacity, 0 MW of planned capacity, and 0 MW of retired capacity)",9,9,9,0,0,1,0,0,Renew,,18663,23.67,Somerset Windpower,,0,221119,Other Electric Power Generation,491,Aerial Imagery,na
Stony Creek Wind Farm,"Indian Lake, PA",PA,15541,General Electric Co,"Renewable Energy Power Plant (52.5 MW of operating capacity, 0 MW of planned capacity, and 0 MW of retired capacity)",52.5,52.5,52.5,0,0,1,0,0,Renew,,27840,6.05,Stony Creek Wind Farm,,0,221119,Other Electric Power Generation,491,Ventyx Research,03/2009
Twin Ridges Wind Farm,"Callimont, PA",PA,15552,Highland New Wind Development LLC,"Renewable Energy Power Plant (0 MW of operating capacity, 150 MW of planned capacity, and 0 MW of retired capacity)",0,0,0,150,0,0,1,0,Renew,,0,0,Twin Ridges Wind Farm,,0,221119,Other Electric Power Generation,491,Ventyx Research,10/2010
Yough Hydro,"Confluence, PA",PA,15411,D/R Hydro Co,"Hydroelectric Power Plant (12.2 MW of operating capacity, 0 MW of planned capacity, and 0 MW of retired capacity)",12.2,12.2,10,0,0,2,0,0,Water,,37854,35.42,Yough Hydro,,0,221111,Hydroelectric Power Generation,491,Aerial Imagery,na
Forward Windpower,"Central City, PA",PA,15926,Forward Windpower LLC,"Renewable Energy Power Plant (27 MW of operating capacity, 0 MW of planned capacity, and 0 MW of retired capacity)",27,27,27,0,0,1,0,0,Renew,,42516,17.98,Forward Windpower,,0,221119,Other Electric Power Generation,491,Aerial Imagery,na
Harmony Wind,"Mount Pleasant, PA",PA,15610,Iberdrola Renewables Inc,"Renewable Energy Power Plant (0 MW of operating capacity, 80 MW of planned capacity, and 0 MW of retired capacity)",0,0,0,80,0,0,1,0,Renew,,0,0,Harmony Wind,,0,221119,Other Electric Power Generation,491,Nearest City,04/2010
Mitchell Power Station,"Courtney, PA",PA,15332,Allegheny Energy Supply Co LLC,"Coal-fired Power Plant (373.9 MW of operating capacity, 0 MW of planned capacity, and 74.7 MW of retired capacity)",373.9,359,370,0,74.7,2,0,1,Coal,Petro,805857,25.62,Mitchell,,1,221112,Fossil Fuel Electric Power Generation,491,Aerial Imagery,na
Monongahela Lock & Dam Hydroelectric Project,"Charleroi, PA",PA,15012,Solia 4 Hydroelectric LLC,"Hydroelectric Power Plant (0 MW of operating capacity, 18.7 MW of planned capacity, and 0 MW of retired capacity)",0,0,0,18.7,0,0,4,0,Water,,0,0,Monongahela Lock & Dam Hydroelectric Project,,0,221111,Hydroelectric Power Generation,491,Ventyx Research,11/2007
Shaffer Mountain Wind Farm,"Central City, PA",PA,15926,Gamesa (USA),"Renewable Energy Power Plant (0 MW of operating capacity, 60 MW of planned capacity, and 0 MW of retired capacity)",0,0,0,60,0,0,1,0,Renew,,0,0,Shaffer Mountain Wind Farm,,0,221119,Other Electric Power Generation,491,Ventyx Research,2009
Tenaska Westmoreland,"Wyano, PA",PA,15089,Tenaska,"Gas-fired Power Plant (0 MW of operating capacity, 900 MW of planned capacity, and 0 MW of retired capacity)",0,0,0,900,0,0,1,0,Gas,,0,0,Tenaska Westmoreland,,0,221112,Fossil Fuel Electric Power Generation,491,Ventyx Research,06/2009
Allegheny Energy Units 1 & 2,"Lower Burrell, PA",PA,15144,Allegheny Energy Supply Co LLC,"Gas-fired Power Plant (87.6 MW of operating capacity, 0 MW of planned capacity, and 0 MW of retired capacity)",87.6,88,88,0,0,2,0,0,Gas,,32099,4.16,Springdale,,1,221112,Fossil Fuel Electric Power Generation,491,Aerial Imagery,na
Allegheny Energy Units 3 4 & 5,"Lower Burrell, PA",PA,15144,Allegheny Energy Supply Co LLC,"Gas-fired Power Plant (556 MW of operating capacity, 0 MW of planned capacity, and 0 MW of retired capacity)",556,509,550,0,0,1,0,0,Gas,,639568,14.34,Springdale,,1,221112,Fossil Fuel Electric Power Generation,491,Aerial Imagery,na
Allegheny Ridge Wind Farm (PA),"Lilly, PA",PA,15946,Allegheny Ridge Wind Farm LLC,"Renewable Energy Power Plant (150 MW of operating capacity, 0 MW of planned capacity, and 0 MW of retired capacity)",150,150,150,0,0,2,0,0,Renew,,187400,14.26,Bear Rock,,1,221119,Other Electric Power Generation,491,Aerial Imagery,10/2005
Armstrong (PA),"Shelocta, PA",PA,15774,Armstrong Energy LP LLLP (IP plc),"Gas-fired Power Plant (688 MW of operating capacity, 0 MW of planned capacity, and 0 MW of retired capacity)",688,584,676,0,0,4,0,0,Gas,,34079,0.67,Armstrong Energy LLC,,1,221112,Fossil Fuel Electric Power Generation,491,Aerial Imagery,na
Cambria Cogeneration,"Ebensburg, PA",PA,15931,Cambria Cogeneration Co,"Coal-fired Power Plant (98 MW of operating capacity, 0 MW of planned capacity, and 0 MW of retired capacity)",98,88,88,0,0,1,0,0,Coal,,623461,80.88,Cambria Cogeneration,,1,221112,Fossil Fuel Electric Power Generation,491,Aerial Imagery,na
Cheswick Power Plant,"Springdale, PA",PA,15144,GenOn Power Midwest LP,"Coal-fired Power Plant (637 MW of operating capacity, 0 MW of planned capacity, and 0 MW of retired capacity)",637,580,588,0,0,1,0,0,Coal,,2765080,54.42,Cheswick,,1,221112,Fossil Fuel Electric Power Generation,491,Aerial Imagery,07/2002
Clairton Works,"Clairton, PA",PA,15025,US Steel Clairton,"Gas-fired Power Plant (31 MW of operating capacity, 0 MW of planned capacity, and 0 MW of retired capacity)",31,22,27.4,0,0,2,0,0,Gas,,97967,50.83,Clairton Works,,3,221112,Fossil Fuel Electric Power Generation,491,Aerial Imagery,na
Colfax (PA),"Springdale, PA",PA,15144,Duquesne Light Co,"Power Plant (0 MW of operating capacity, 0 MW of planned capacity, and 263 MW of retired capacity)",0,0,0,0,263,0,0,4,,,0,0,Colfax (PA),,0,221119,Other Electric Power Generation,491,Ventyx Research,na
Colver Power Project,"Colver, PA",PA,15927,Tifd VIII W Inc,"Coal-fired Power Plant (118 MW of operating capacity, 0 MW of planned capacity, and 0 MW of retired capacity)",118,110,110,0,0,1,0,0,Coal,,895206,92.9,Colver Power Project,,1,221112,Fossil Fuel Electric Power Generation,491,Aerial Imagery,na
Conemaugh,"New Florence, PA",PA,15944,GenOn REMA LLC,"Coal-fired Power Plant (1883.2 MW of operating capacity, 0 MW of planned capacity, and 0 MW of retired capacity)",1883.2,1712,1712,0,0,6,0,0,Coal,,12155800,81.05,Conemaugh,,1,221112,Fossil Fuel Electric Power Generation,491,Aerial Imagery,na
Conemaugh Hydro,"Saltsburg, PA",PA,15670,Pennsylvania Renewable Resources,"Hydroelectric Power Plant (15 MW of operating capacity, 0 MW of planned capacity, and 0 MW of retired capacity)",15,4,8,0,0,2,0,0,Water,,39940,113.98,Conemaugh Hydro,,0,221111,Hydroelectric Power Generation,491,Ventyx Research,na
Ebensburg Power Co,"Ebensburg, PA",PA,15931,Ebensburg Power Co,"Coal-fired Power Plant (57.6 MW of operating capacity, 0 MW of planned capacity, and 0 MW of retired capacity)",57.6,57,57,0,0,1,0,0,Coal,,440658,88.25,Ebensburg Power Co,,0,221112,Fossil Fuel Electric Power Generation,491,Aerial Imagery,na
Elrama Power Plant,"Elrama, PA",PA,15332,GenOn Power Midwest LP,"Coal-fired Power Plant (510 MW of operating capacity, 0 MW of planned capacity, and 0 MW of retired capacity)",510,460,464,0,0,4,0,0,Coal,,349947,8.68,Elrama,,1,221112,Fossil Fuel Electric Power Generation,491,Aerial Imagery,na
Highland Wind Project,"Lloydell, PA",PA,15952,Krayn Wind LLC,"Renewable Energy Power Plant (62.5 MW of operating capacity, 0 MW of planned capacity, and 0 MW of retired capacity)",62.5,62.5,62.5,0,0,1,0,0,Renew,,49183,8.98,Highland Wind Project,,1,221119,Other Electric Power Generation,491,Aerial Imagery,na
Homer City Station,"Homer City, PA",PA,15731,Midwest Generations EME LLC,"Coal-fired Power Plant (2012 MW of operating capacity, 0 MW of planned capacity, and 6 MW of retired capacity)",2012,1884,1914,0,6,3,0,3,Coal,,11417600,69.18,Homer City Station,,1,221112,Fossil Fuel Electric Power Generation,491,Aerial Imagery,na
Indiana University of Pennsylvania,"Indiana, PA",PA,15705,Indiana University of Pennsylvania,"Gas-fired Power Plant (24.4 MW of operating capacity, 0 MW of planned capacity, and 0 MW of retired capacity)",24.4,24,24,0,0,4,0,0,Gas,,7423,3.53,Indiana University of Pennsylvania,,0,221112,Fossil Fuel Electric Power Generation,491,USGS Digital Raster Graphics,na
Keystone (PA),"Shelocta, PA",PA,15774,GenOn REMA LLC,"Coal-fired Power Plant (1884 MW of operating capacity, 0 MW of planned capacity, and 0 MW of retired capacity)",1884,1711.2,1711.2,0,0,6,0,0,Coal,Petro,10542600,70.33,Keystone (PA),,1,221112,Fossil Fuel Electric Power Generation,491,Aerial Imagery,na
PPG Place,"Pittsburgh, PA",PA,15222,PPG Industries Inc,"Petro-fired Power Plant (2.3 MW of operating capacity, 0 MW of planned capacity, and 0 MW of retired capacity)",2.3,2.3,2.3,0,0,3,0,0,Petro,,0,0,PPG Place,,0,221112,Fossil Fuel Electric Power Generation,491,Aerial Imagery,na
Rock Run Wind Project,"Hastings, PA",PA,16668,Rock Run Wind Park LLC,"Renewable Energy Power Plant (0 MW of operating capacity, 48 MW of planned capacity, and 0 MW of retired capacity)",0,0,0,48,0,0,2,0,Renew,,0,0,Rock Run Wind Project,,0,221119,Other Electric Power Generation,491,Ventyx Research,2009
Saxman Run Mine Drainage Treatment & Hydro,"Latrobe, PA",PA,15627,Loyalhanna Watershed Association Inc,"Hydroelectric Power Plant (0 MW of operating capacity, 0.01 MW of planned capacity, and 0 MW of retired capacity)",0,0,0,0.01,0,0,1,0,Water,,0,0,Saxman Run Mine Drainage Treatment & Hydro,,0,221111,Hydroelectric Power Generation,491,FERC eLibrary,04/2008
Seward Generating Station,"Seward, PA",PA,15920,GenOn Wholesale Generation LP,"Coal-fired Power Plant (585 MW of operating capacity, 0 MW of planned capacity, and 280.2 MW of retired capacity)",585,521,521,0,280.2,1,0,4,Coal,,3414200,74.81,Seward,,1,221112,Fossil Fuel Electric Power Generation,491,Aerial Imagery,06/2001
Springdale,"Lower Burrell, PA",PA,15144,Allegheny Energy Supply Co LLC,"Petro-fired Power Plant (0 MW of operating capacity, 0 MW of planned capacity, and 454.3 MW of retired capacity)",0,0,0,0,454.3,0,0,8,Petro,,0,0,Springdale,,1,221112,Fossil Fuel Electric Power Generation,491,Aerial Imagery,na
Super Panda Project,"West Elizabeth, PA",PA,15088,Lock Hydro Friends Fund XII LLC,"Hydroelectric Power Plant (0 MW of operating capacity, 4.95 MW of planned capacity, and 0 MW of retired capacity)",0,0,0,4.95,0,0,9,0,Water,,0,0,Super Panda Project,,0,221111,Hydroelectric Power Generation,491,Ventyx Research,08/2009
Uss Corp Mon Valley Works,"Braddock, PA",PA,15104,US Steel Mon Valley,"Gas-fired Power Plant (52.5 MW of operating capacity, 0 MW of planned capacity, and 0 MW of retired capacity)",52.5,57.9,61.9,0,0,3,0,0,Gas,,318616,62.82,Uss Corp Mon Valley Works,,0,221112,Fossil Fuel Electric Power Generation,491,Aerial Imagery,na
Allegheny Hydro Partners Ltd,"Schenley, PA",PA,15656,Allegheny Hydro LP,"Hydroelectric Power Plant (9.2 MW of operating capacity, 0 MW of planned capacity, and 0 MW of retired capacity)",9.2,6,10,0,0,2,0,0,Water,,44595,84.85,Allegheny Hydro Partners Ltd,,0,221111,Hydroelectric Power Generation,491,Aerial Imagery,na
Allegheny No 6 Hydro Partners,"Cadogan, PA",PA,16226,Allegheny No 6 Hydro Partners,"Hydroelectric Power Plant (9.2 MW of operating capacity, 0 MW of planned capacity, and 0 MW of retired capacity)",9.2,8,12,0,0,2,0,0,Water,,51587,73.61,Allegheny No 6 Hydro Partners,,1,221111,Hydroelectric Power Generation,491,Aerial Imagery,05/2002
Bath County,"Frost, WV",VA,24484,Virginia Electric & Power Co,"Hydroelectric Power Plant (2772 MW of operating capacity, 0 MW of planned capacity, and 0 MW of retired capacity)",2772,3003,2998.8,0,0,6,0,0,Water,,-829696,-3.15,Bath County,,1,221111,Hydroelectric Power Generation,491,Aerial Imagery,na
Citys Plant (Harrisonburg),"Harrisonburg, VA",VA,22801,Harrisonburg VA (City of),"Gas-fired Power Plant (2.5 MW of operating capacity, 0 MW of planned capacity, and 0 MW of retired capacity)",2.5,2.7,2.7,0,0,1,0,0,Gas,,0,0,Citys Plant (Harrisonburg),,0,221112,Fossil Fuel Electric Power Generation,491,USGS Geographic Names Information System,na
Coiners Mill,"Waynesboro, VA",VA,22980,Virginia Electric & Power Co,"Hydroelectric Power Plant (0.04 MW of operating capacity, 0 MW of planned capacity, and 0 MW of retired capacity)",0.04,0.04,0.04,0,0,1,0,0,Water,,0,0,Coiners Mill,,0,221111,Hydroelectric Power Generation,491,Ventyx Research,na
Elkton,"Elkton, VA",VA,22827,Merck & Co Inc,"Gas-fired Power Plant (7.1 MW of operating capacity, 0 MW of planned capacity, and 0 MW of retired capacity)",7.1,7,7,0,0,2,0,0,Gas,Petro,15145,24.7,Elkton,,0,221112,Fossil Fuel Electric Power Generation,491,Aerial Imagery,na
Grove Mill,"Grottoes, VA",VA,24486,Rockfish Corp,"Hydroelectric Power Plant (0.094 MW of operating capacity, 0 MW of planned capacity, and 0 MW of retired capacity)",0.094,0.094,0.094,0,0,1,0,0,Water,,0,0,Grove Mill,,0,221111,Hydroelectric Power Generation,491,Ventyx Research,na
Highland County Wind,"Monterey, VA",VA,24465,Highland New Wind Development LLC,"Renewable Energy Power Plant (0 MW of operating capacity, 38 MW of planned capacity, and 0 MW of retired capacity)",0,0,0,38,0,0,1,0,Renew,,0,0,Highland County Wind,,1,221119,Other Electric Power Generation,491,Ventyx Research,na
