Name,Owner Type,Regulation,Control Area,Plan Area,Holding Co.,Summer Peak,Winter Peak,Summer Capacity,Winter Capacity,Net Gen. MW,Source,Source Date
Dixie Escalante Rural Electric Association Inc,DistCoop,Regulated,PacifiCorp,Deseret Power Electric Coop,Dixie Escalante Rural Electric Association Inc,100,63,0,0,0,Regional Maps; Ventyx Research,10/2003
G & K Inc,Private,Nonregulated,Chugach Electric Association Inc,Alaska Energy Authority,G & K Inc,1,0,0,0,2877,Ventyx Research,2000
Galena AK (City of),Muni,Regulated,Chugach Electric Association Inc,Alaska Energy Authority,Galena AK (City of),1,1,5.2,5.2,6310,Ventyx Research,2000
Golden Valley Electric Association Inc,DistCoop,Regulated,Chugach Electric Association Inc,Chugach Electric Association Inc,Golden Valley Electric Association Inc,175,221,285.8,340.7,929673,Regional Maps; Ventyx Research,01/2004
Napakiak Ircinraq Power Co,Private,Nonregulated,Chugach Electric Association Inc,Alaska Energy Authority,Napakiak Ircinraq Power Co,1,1,0,0,0,Ventyx Research,na
Naterkak Light Plant,Muni,Regulated,Chugach Electric Association Inc,Alaska Energy Authority,Naterkak Light Plant,1,1,0,0,1233,Ventyx Research,2000
Gustavus Electric Inc,Private,Regulated,Chugach Electric Association Inc,Alaska Energy Authority,Gustavus Electric Inc,1,1,0.8,0.8,1639,Ventyx Research,na
Gwitchyaa Zhee Utility Co,Private,Nonregulated,Chugach Electric Association Inc,Alaska Energy Authority,Gwitchyaa Zhee Utility Co,1,1,1.6,2.2,2311,Ventyx Research,na
Hughes Power & Light Co,Private,Nonregulated,Chugach Electric Association Inc,Alaska Energy Authority,Hughes Power & Light Co,16,17,0.21,0.21,345,Ventyx Research,na
I N N Electric Coop Inc,DistCoop,Regulated,Chugach Electric Association Inc,Alaska Energy Authority,I N N Electric Coop Inc,1,1,1.91,1.91,2968,Regional Maps; Ventyx Research,01/2004
Wauchula FL (City of),Muni,Regulated,Tampa Electric Co,Tampa Electric Co,Wauchula FL (City of),13,15,0,0,0,Previously Mapped Features; Ventyx Research,na
Igiugig Electric Co,PSubdiv,Regulated,Chugach Electric Association Inc,Alaska Energy Authority,Igiugig Electric Co,1,1,0.16,0.16,272,Ventyx Research,12/2007
Ipnatchiaq Electric Co,Muni,Regulated,Chugach Electric Association Inc,Alaska Energy Authority,Ipnatchiaq Electric Co,0,0,0,0,685,Ventyx Research,na
Native Village Perryville,Muni,Regulated,Chugach Electric Association Inc,Alaska Energy Authority,Native Village Perryville,1,1,0,0,695,Ventyx Research,na
Nome Joint Utility Systems,Muni,Regulated,Chugach Electric Association Inc,Alaska Energy Authority,Nome Joint Utility Systems,5,6,21.4,21.4,33891,Ventyx Research,na
Kotlik AK (City of),Muni,,Chugach Electric Association Inc,Alaska Energy Authority,Kotlik AK (City of),0,0,0,0,0,Ventyx Research,2000
Kotzebue Electric Association Inc,DistCoop,Regulated,Chugach Electric Association Inc,Alaska Energy Authority,Kotzebue Electric Association Inc,3,4,14,14,21803,Ventyx Research,na
Kuiggluum Kallugvia,Private,Nonregulated,Chugach Electric Association Inc,Alaska Energy Authority,Kuiggluum Kallugvia,0,0,0,0,1398,Ventyx Research,09/2010
Electrical District No 4 Pinal County,PSubdiv,Regulated,Arizona Public Service Co,Arizona Public Service Co,Electrical District No 4 Pinal County,24,19,0,0,0,Regional Maps; Ventyx Research,01/2003
Kwig Power Co,PSubdiv,Regulated,Chugach Electric Association Inc,Alaska Energy Authority,Kwig Power Co,0,0,0,0,951,Ventyx Research,12/2007
Bushnell FL (City of),Muni,Regulated,Florida Municipal Power Pool,Florida Municipal Power Agency,Bushnell FL (City of),6,7,0,0,0,Previously Mapped Features; Ventyx Research,na
Nushagak Electric Coop Inc,DistCoop,Regulated,Chugach Electric Association Inc,Alaska Energy Authority,Nushagak Electric Coop Inc,3,3,6.9,6.9,17171,Regional Maps; Ventyx Research,01/2004
Pedro Bay Village Council,Muni,Regulated,Chugach Electric Association Inc,Alaska Energy Authority,Pedro Bay Village Council,0,0,0,0,254,Ventyx Research,na
Pelican Utility District,Private,Regulated,Chugach Electric Association Inc,Alaska Energy Authority,Pelican Utility District,0,0,2.59,2.59,1293,Ventyx Research,2000
St Paul Municipal Electric Utility,Muni,Regulated,Chugach Electric Association Inc,Alaska Energy Authority,St Paul Municipal Electric Utility,9,9,0,0,0,Ventyx Research,2000
Trinity Public Utilities District,PSubdiv,Regulated,California Independent System Operator,California ISO,Trinity Public Utilities District,17,20,0,0,0,Regional Maps; Ventyx Research,04/2010
Seward AK (City of),Muni,Regulated,Chugach Electric Association Inc,Chugach Electric Association Inc,Seward AK (City of),10,10,12.3,12.7,0,Ventyx Research,2000
Tatitlek Electric Utility,Muni,Regulated,Chugach Electric Association Inc,Alaska Energy Authority,Tatitlek Electric Utility,0,0,0,0,0,Ventyx Research,na
Tenakee Springs AK (City of),Muni,Regulated,Chugach Electric Association Inc,Alaska Energy Authority,Tenakee Springs AK (City of),0,0,0.33,0.33,434,Ventyx Research,2000
Fredonia AZ (Town of),Muni,Regulated,WAPA Desert Southwest Region,WAPA Lower Colorado Region,Fredonia AZ (Town of),2,2,0,0,0,Previously Mapped Features; Ventyx Research,na
White Mountain AK (City of),Muni,Regulated,Chugach Electric Association Inc,Alaska Energy Authority,White Mountain AK (City of),0,0,0,0,0,Ventyx Research,2000
Electrical District No 2 Pinal County,PSubdiv,Regulated,Arizona Public Service Co,Arizona Public Service Co,Electrical District No 2 Pinal County,62,32,0,0,0,Regional Maps; Ventyx Research,01/2003
Readlyn IA (City of),Muni,Regulated,Alliant Energy,Alliant Energy,Readlyn IA (City of),1,1,0,0,0,Regional Maps; Ventyx Research,07/1998
Tuntutuliak Commission Service Association,DistCoop,Regulated,Chugach Electric Association Inc,Alaska Energy Authority,Tuntutuliak Commission Service Association,2,1,0,0,996,Ventyx Research,12/2007
Unalakleet Valley Electric Coop,DistCoop,Regulated,Chugach Electric Association Inc,Alaska Energy Authority,Unalakleet Valley Electric Coop,1,1,0,0,4205,Regional Maps; Ventyx Research,01/2004
Electrical District No 3 Pinal County,PSubdiv,Regulated,Arizona Public Service Co,Arizona Public Service Co,Electrical District No 3 Pinal County,145,69,0,0,0,Regional Maps; Ventyx Research,01/2003
Redding Electric Utility,Muni,Regulated,California Independent System Operator,Northern California Power Agency,Redding Electric Utility,248,132,162.71,164.71,201916,Previously Mapped Features; Ventyx Research,na
Wrangell Electric Dept,Muni,Regulated,Chugach Electric Association Inc,Alaska Energy Authority,Wrangell Electric Dept,5,5,9,9,647,Ventyx Research,na
Ajo Improvement Co,Muni,Regulated,Tucson Electric Power Co,Tucson Electric Power Co,Ajo Improvement Co,1,1,0,0,0,Ventyx Research,na
AK Chin Electric Utility Authority,State,Regulated,WAPA Desert Southwest Region,WAPA Lower Colorado Region,AK Chin Electric Utility Authority,6,4,0,0,0,Previously Mapped Features; Ventyx Research,na
Buckeye Water Cons & Drain District,PSubdiv,Regulated,Arizona Public Service Co,Arizona Public Service Co,Buckeye Water Cons & Drain District,6,4,0,0,0,Ventyx Research,Unknown
Jefferson Davis Electric Coop Inc,DistCoop,Regulated,Louisiana Generating LLC,Louisiana Generating LLC,Jefferson Davis Electric Coop Inc,43,43,0,0,0,Regional Maps; Ventyx Research,Unknown
Colorado River Indian Irrigation Project,Federal,Regulated,WAPA Desert Southwest Region,WAPA Lower Colorado Region,Colorado River Indian Irrigation Project,24,17,19.5,19.5,77626,Previously Mapped Features; Ventyx Research,na
Northwestern Wisconsin Electric Co,IOU,Regulated,Alliant Energy,Alliant Energy,Northwestern Wisconsin Electric Co,34,36,20.51,20.81,64,Regional Maps; Ventyx Research,2000
Wellton Mohawk Irrigation & Drain District,PSubdiv,Regulated,Arizona Public Service Co,Arizona Public Service Co,Wellton Mohawk Irrigation & Drain District,18,13,0,0,0,Regional Maps; Ventyx Research,01/2003
Tohono Oodham Utility Authority,PSubdiv,Regulated,Arizona Public Service Co,Arizona Public Service Co,Tohono Oodham Utility Authority,16,14,0,0,0,Previously Mapped Features; Ventyx Research,na
Forsyth GA (City of),Muni,Regulated,Southern Co Services Inc,Municipal Electric Authority (GA),Forsyth GA (City of),15,12,0,0,0,Previously Mapped Features; Ventyx Research,na
Dakota Valley Electric Coop Inc,DistCoop,Regulated,Otter Tail Power Co,Otter Tail Power Co,Dakota Valley Electric Coop Inc,62,84,0,0,0,Regional Maps; Ventyx Research,Unknown
Mesa Electric Utility AZ (City of),Muni,Regulated,Salt River Project,Salt River Project,Mesa Electric Utility AZ (City of),84,45,0,0,0,Previously Mapped Features; Ventyx Research,2000
Page Electric Utility,Muni,Regulated,WAPA Rocky Mountain Region,Utah Associated Municipal Power System,Page Electric Utility,22,23,0,0,120,Previously Mapped Features; Ventyx Research,na
Salt River Project,PSubdiv,Regulated,Salt River Project,Salt River Project,Salt River Project,6560,3650,5684.41,5926.91,25097300,Regional Maps; Ventyx Research,01/2003
Duncan Valley Electric Coop Inc,DistCoop,Regulated,Arizona Electric Power Coop Inc,Arizona Electric Power Coop Inc,Duncan Valley Electric Coop Inc,7,5,0,0,0,Regional Maps; Ventyx Research,01/2003
Craighead Electric Coop Corp,DistCoop,Regulated,Southwestern Power Administration,Arkansas Electric Coop Corp,Craighead Electric Coop Corp,122,125,0,0,0,Regional Maps; Ventyx Research,08/2003
Tucson Electric Power Co,IOU,Regulated,Tucson Electric Power Co,Tucson Electric Power Co,UniSource Energy Corp,2725,1476,2222.11,2253.05,10407800,Company Maps; Ventyx Research,09/2003
College Station TX (City of),Muni,Regulated,ERCOT ISO,ERCOT,College Station TX (City of),190,156,0,0,0,Previously Mapped Features; Ventyx Research,na
Graham County Electric Coop Inc,DistCoop,Regulated,Arizona Electric Power Coop Inc,Arizona Electric Power Coop Inc,Graham County Electric Coop Inc,44,22,0,0,0,Regional Maps; Ventyx Research,01/2003
Morenci Water & Electric Co (The),Muni,Regulated,Tucson Electric Power Co,Tucson Electric Power Co,Morenci Water & Electric Co,148,145,0,0,0,Previously Mapped Features; Ventyx Research,2000
Public Service Co of New Mexico,IOU,Regulated,Public Service Co of New Mexico,Public Service Co of New Mexico,PNM Resources Inc,1902,1574,1762.25,1808.38,11317900,Company Maps; Ventyx Research,02/2011
Safford AZ (City of),Muni,Regulated,Salt River Project,Salt River Project,Safford AZ (City of),20,9,0,0,0,Previously Mapped Features; Ventyx Research,2000
Hope Water & Light Commission,Muni,Regulated,Entergy,Entergy Services Inc,Hope Water & Light Commission,61,43,0,0,0,Previously Mapped Features; Ventyx Research,na
Thatcher Municipal Utilities,Muni,Regulated,WAPA Desert Southwest Region,WAPA Lower Colorado Region,Thatcher Municipal Utilities,7,3,0,0,0,Previously Mapped Features; Ventyx Research,2000
Paris AR (City of),Muni,Regulated,Southwestern Power Administration,Southwestern Power Administration,Paris AR (City of),13,12,0,0,0,Previously Mapped Features; Ventyx Research,na
Rockford Municipal Light Plant,Muni,Regulated,Alliant Energy East,Alliant Energy East,Rockford Municipal Light Plant,2,1,2.9,2.9,0,Previously Mapped Features; Ventyx Research,na
Benton Utilities,Muni,Regulated,Entergy,Entergy Services Inc,Benton Utilities,71,43,0,0,0,Previously Mapped Features; Ventyx Research,na
Fort Meade FL (City of),Muni,Regulated,Tampa Electric Co,Tampa Electric Co,Fort Meade FL (City of),10,12,0,0,0,Previously Mapped Features; Ventyx Research,na
Clarksville Light & Water Co,Muni,Regulated,Southwestern Power Administration,Southwestern Power Administration,Clarksville Light & Water Co,51,40,0,0,0,Previously Mapped Features; Ventyx Research,na
Anza Electric Coop Inc,DistCoop,Regulated,Arizona Electric Power Coop Inc,Arizona Electric Power Coop Inc,Anza Electric Coop Inc,12,9,0,0,0,Regional Maps; Ventyx Research,Unknown
Jonesboro Water & Light,Muni,Regulated,Entergy,Entergy Services Inc,Jonesboro Water & Light,273,220,487.8,501.37,2125560,Regional Maps; Ventyx Research,08/2003
North Arkansas Electric Coop Inc,DistCoop,Regulated,Entergy,Entergy Services Inc,North Arkansas Electric Coop Inc,140,169,0,0,0,Regional Maps; Ventyx Research,08/2003
Whigham Light Dept,Muni,Regulated,Southern Co Services Inc,Municipal Electric Authority (GA),Whigham Light Dept,2,2,0,0,0,Previously Mapped Features; Ventyx Research,na
North Little Rock AR (City of),Muni,Regulated,Entergy,Entergy Services Inc,North Little Rock AR (City of),234,124,42.4,42.4,164973,Previously Mapped Features; Ventyx Research,na
Doerun GA (City of),Muni,Regulated,Southern Co Services Inc,Municipal Electric Authority (GA),Doerun GA (City of),2,2,0,0,0,Previously Mapped Features; Ventyx Research,na
Bentonville AR (City of),Muni,Regulated,Central & Southwest Services,Southwestern Electric Power Co,Bentonville AR (City of),127,88,0,0,0,Previously Mapped Features; Ventyx Research,na
Clay County Electric Coop Corp,DistCoop,Regulated,Southwestern Power Administration,Arkansas Electric Coop Corp,Clay County Electric Coop Corp,45,34,0,0,0,Regional Maps; Ventyx Research,08/2003
Empire District Electric Co (The),IOU,Regulated,Empire District Electric Co,Empire District Electric Co (The),Empire District Electric Co (The),1122,1082,1255.12,1255.12,3262970,Regional Maps; Ventyx Research,na
Conway (City of),Muni,Regulated,Entergy,Entergy Services Inc,Conway Corp,193,141,66.66,66.74,446255,Ventyx Research,2000
Osceola AR (City of),Muni,Regulated,Entergy,Entergy Services Inc,Osceola AR (City of),38,29,17.99,17.99,142,Previously Mapped Features; Ventyx Research,na
Petit Jean Electric Coop Corp,DistCoop,Regulated,Southwestern Power Administration,Arkansas Electric Coop Corp,Petit Jean Electric Coop Corp,67,81,0,0,0,Regional Maps; Ventyx Research,08/2003
West Memphis Utility Dept,Muni,Regulated,Entergy,Entergy Services Inc,West Memphis Utility Dept,82,59,33.33,33.37,223119,Previously Mapped Features; Ventyx Research,na
Excelsior Electric Member Corp,DistCoop,Regulated,Southern Co Services Inc,Oglethorpe Power Corp,Excelsior Electric Member Corp,90,125,0,0,0,Company Maps; Ventyx Research,Unknown
Truckee Donner Public Utility District,PSubdiv,Regulated,California Independent System Operator,Northern California Power Agency,Truckee Donner Public Utility District,23,36,0,0,0,Regional Maps; Ventyx Research,Unknown
Paragould Light & Water Commission,Muni,Regulated,Grand River Dam Authority,Grand River Dam Authority,Paragould Light & Water Commission,107,115,31.8,31.8,1801,Previously Mapped Features; Ventyx Research,na
Moore Haven FL (City of),Muni,Regulated,Florida Municipal Power Pool,Florida Municipal Power Agency,Moore Haven FL (City of),4,4,0,0,0,Previously Mapped Features; Ventyx Research,na
Alameda CA (City of),Muni,Regulated,,,Alameda CA (City of),61,76,2.18,2.18,0,Previously Mapped Features; Ventyx Research,na
Rich Mountain Electric Coop Inc,DistCoop,Regulated,Southwestern Power Administration,Arkansas Electric Coop Corp,Rich Mountain Electric Coop Inc,33,32,0,0,0,Regional Maps; Ventyx Research,08/2003
Azusa CA (City of),Muni,Regulated,Bonneville Power Administration,Bonneville Power Administration,Azusa CA (City of),60,37,31.26,31.26,0,Previously Mapped Features; Ventyx Research,na
Banning Electric Division,Muni,Regulated,Salt River Project,Salt River Project,Banning Electric Division,42,30,21.1,21.1,195996,Previously Mapped Features; Ventyx Research,na
Biggs CA (City of),Muni,Regulated,California Independent System Operator,Northern California Power Agency,Biggs CA (City of),4,3,0,0,0,Previously Mapped Features; Ventyx Research,na
Fort Pierce Utility Authority,Muni,Regulated,Florida Municipal Power Pool,Florida Municipal Power Agency,Fort Pierce Utility Authority,115,112,0,0,0,Previously Mapped Features; Ventyx Research,na
Burbank Water & Power,Muni,Regulated,California Independent System Operator,Burbank (City of),Burbank Water & Power,289,165,273.16,273.16,476723,Previously Mapped Features; Ventyx Research,na
Corona CA (City of),Muni,Regulated,California Independent System Operator,Southern California Edison Co,Corona CA (City of),28,29,28,28,99272,Ventyx Research,2000
Gainesville Regional Utilities,Muni,Regulated,Gainesville Regional Utilities,Gainesville Regional Utilities,Gainesville Regional Utilities,465,421,605.65,624.65,1800730,Previously Mapped Features; Ventyx Research,na
Glendale Water & Power,Muni,Regulated,California Independent System Operator,Glendale CA (City of),Glendale Water & Power,300,186,333.54,349.94,180528,Previously Mapped Features; Ventyx Research,na
Golden State Water Co,IOU,Regulated,California Independent System Operator,California ISO,American States Water Co,25,40,0,0,262,Regional Maps; Ventyx Research,Unknown
Gridley CA (City of),Muni,Regulated,California Independent System Operator,Northern California Power Agency,Gridley CA (City of),10,6,0,0,36407,Previously Mapped Features; Ventyx Research,na
Healdsburg CA (City of),Muni,Regulated,California Independent System Operator,Northern California Power Agency,Healdsburg CA (City of),21,13,0,0,41376,Previously Mapped Features; Ventyx Research,na
Imperial Irrigation District,Muni,Regulated,Imperial Irrigation District,Imperial Irrigation District,Imperial Irrigation District,988,468,721.61,774.08,1144650,Previously Mapped Features; Ventyx Research,na
Lassen Municipal Utility District,Muni,Regulated,California Independent System Operator,Northern California Power Agency,Lassen Municipal Utility District,25,30,0,0,0,Regional Maps; Ventyx Research,04/2010
Lodi CA (City of),Muni,Regulated,California Independent System Operator,Northern California Power Agency,Lodi CA (City of),114,86,0,0,0,Previously Mapped Features; Ventyx Research,na
Lompoc CA (City of),Muni,Regulated,California Independent System Operator,Northern California Power Agency,Lompoc CA (City of),23,26,0,0,0,Previously Mapped Features; Ventyx Research,na
Merced Irrigation District,PSubdiv,Regulated,California Independent System Operator,Pacific Gas & Electric Co,Merced Irrigation District,88,58,109.1,108.93,225357,Regional Maps; Ventyx Research,Unknown
Roseville Finance Dept,Muni,Regulated,California Independent System Operator,Northern California Power Agency,Roseville Finance Dept,325,243,0,0,733679,Regional Maps; Ventyx Research,Unknown
Williston FL (City of),Muni,Regulated,Progress Energy Florida,Progress Energy Florida,Williston FL (City of),8,8,0,0,0,Previously Mapped Features; Ventyx Research,na
Jackson GA (City of),Muni,Regulated,Southern Co Services Inc,Municipal Electric Authority (GA),Jackson GA (City of),10,9,0,0,0,Previously Mapped Features; Ventyx Research,na
Modesto Irrigation District,PSubdiv,Regulated,California Independent System Operator,Northern California Power Agency,Modesto Irrigation District,620,360,477.91,496.21,532401,Regional Maps; Ventyx Research,04/2010
Needles CA (City of),Muni,Regulated,Nevada Power Co,Nevada Power Co,Needles CA (City of),17,8,0,0,0,Previously Mapped Features; Ventyx Research,na
Pasadena Water & Power Dept,Muni,Regulated,California Independent System Operator,Pasadena CA (City of),Pasadena Water & Power Dept,293,182,234.8,236.8,109079,Previously Mapped Features; Ventyx Research,na
Silicon Valley Power,Muni,Regulated,California Independent System Operator,Northern California Power Agency,Santa Clara CA (City of),460,388,284.99,295.99,471322,Previously Mapped Features; Ventyx Research,na
Vernon CA (City of),Muni,Regulated,California Independent System Operator,Northern California Power Agency,Vernon CA (City of),197,184,9.21,9.71,158,Previously Mapped Features; Ventyx Research,na
Newberry FL (City of),Muni,Regulated,Florida Municipal Power Pool,Florida Municipal Power Agency,Newberry FL (City of),8,8,0,0,0,Previously Mapped Features; Ventyx Research,na
La Junta Municipal Utilities,Muni,Regulated,WAPA Desert Southwest Region,Arkansas River Power Authority,La Junta Municipal Utilities,18,12,14.4,14.4,-1184,Previously Mapped Features; Ventyx Research,2000
Riverside Public Utilities,Muni,Regulated,California Independent System Operator,Riverside CA (City of),Riverside Public Utilities,560,317,144.2,144.2,294392,Previously Mapped Features; Ventyx Research,na
Adel GA (City of),Muni,Regulated,Southern Co Services Inc,Municipal Electric Authority (GA),Adel GA (City of),24,18,0,0,0,Previously Mapped Features; Ventyx Research,na
Sacramento Municipal Utility District,PSubdiv,Regulated,Sacramento Municipal Utility District,Sacramento Municipal Utility District,Sacramento Municipal Utility District,2848,1797,1409.02,1430.22,6784700,Regional Maps; Ventyx Research,Unknown
Shasta Lake CA (City of),Muni,Regulated,California Independent System Operator,Pacific Gas & Electric Co,Shasta Lake CA (City of),34,29,0,0,0,Previously Mapped Features; Ventyx Research,na
Rochelle Municipal Utilities,Muni,Regulated,Commonwealth Edison Co,Commonwealth Edison Co,Rochelle Municipal Utilities,53,42,18.9,19.4,3000,Previously Mapped Features; Ventyx Research,na
Fountain CO (City of),Muni,Regulated,WAPA Rocky Mountain Region,Colorado Springs Utilities,Fountain CO (City of),42,39,0,0,0,Previously Mapped Features; Ventyx Research,2000
Granada CO (Town of),Muni,Regulated,WAPA Rocky Mountain Region,WAPA Rocky Mountain Region,Granada CO (Town of),9,8,0,0,0,Previously Mapped Features; Ventyx Research,na
Holly CO (City of),Muni,Regulated,WAPA Desert Southwest Region,Arkansas River Power Authority,Holly CO (City of),2,1,2.7,2.9,2,Previously Mapped Features; Ventyx Research,na
Ocala FL (City of),Muni,Regulated,Florida Municipal Power Pool,Florida Municipal Power Agency,Ocala FL (City of),295,290,0,0,82616,Previously Mapped Features; Ventyx Research,na
Lamar Utilities Board,Muni,Regulated,WAPA Desert Southwest Region,Arkansas River Power Authority,Lamar Utilities Board,28,20,12.5,12.5,14106,Previously Mapped Features; Ventyx Research,2000
Las Animas Municipal Light & Power,Muni,Regulated,WAPA Desert Southwest Region,Arkansas River Power Authority,Las Animas Municipal Light & Power,6,3,5.1,5.1,0,Previously Mapped Features; Ventyx Research,2000
San Isabel Electric Association Inc,DistCoop,Regulated,WAPA Rocky Mountain Region,Tri State G & T Association Inc,San Isabel Electric Association Inc,72,74,0,0,0,Regional Maps; Ventyx Research,Unknown
Southeast Colorado Power Association,DistCoop,Regulated,WAPA Rocky Mountain Region,Tri State G & T Association Inc,Southeast Colorado Power Association,50,29,0,0,0,Regional Maps; Ventyx Research,Unknown
Kennebunk Light & Power District,Muni,Regulated,New England ISO,New England ISO,Kennebunk Light & Power District,19,20,0.55,0.55,1588,Regional Maps; Ventyx Research,na
Monroe Water Light & Gas Commission,Muni,Regulated,Southern Co Services Inc,Municipal Electric Authority (GA),Monroe Water Light & Gas Commission,34,33,0,0,0,Previously Mapped Features; Ventyx Research,na
Estes Park Light & Power Dept,Muni,Regulated,Public Service Co of Colorado,Platte River Power Authority,Estes Park Light & Power Dept,20,27,0,0,0,Previously Mapped Features; Ventyx Research,na
Fleming CO (Town of),Muni,Regulated,Northern States Power,Midwest Reliability Organization,Fleming CO (Town of),1,1,0,0,0,Previously Mapped Features; Ventyx Research,na
Buford GA (City of),Muni,Regulated,Southern Co Services Inc,Municipal Electric Authority (GA),Buford GA (City of),35,30,0,0,0,Previously Mapped Features; Ventyx Research,na
Fort Morgan CO (City of),Muni,Regulated,Public Service Co of Colorado,Public Service Co of Colorado,Fort Morgan CO (City of),42,40,0,0,0,Previously Mapped Features; Ventyx Research,2000
Haxtun CO (Town of),Muni,Regulated,Northern States Power,Midwest Reliability Organization,Haxtun CO (Town of),2,2,0.27,0.27,34,Previously Mapped Features; Ventyx Research,2000
Monticello GA (City of),Muni,Regulated,Southern Co Services Inc,Municipal Electric Authority (GA),Monticello GA (City of),7,5,0,0,0,Previously Mapped Features; Ventyx Research,na
Wray CO (City of),Muni,Regulated,WAPA Rocky Mountain Region,WAPA Rocky Mountain Region,Wray CO (City of),5,4,0,0,0,Previously Mapped Features; Ventyx Research,2000
Burlington CO (City of),Muni,Regulated,Public Service Co of Colorado,Public Service Co of Colorado,Burlington CO (City of),8,5,6.5,7.1,0,Previously Mapped Features; Ventyx Research,2000
Center Municipal Light & Power,Muni,Regulated,Public Service Co of Colorado,Public Service Co of Colorado,Center Municipal Light & Power,2,2,1.5,1.5,0,Previously Mapped Features; Ventyx Research,na
Pierce NE (City of),Muni,Regulated,Northern States Power,Midwest Reliability Organization,Pierce NE (City of),5,4,0,0,0,Previously Mapped Features; Ventyx Research,na
Fort Collins Utilities,Muni,Regulated,Public Service Co of Colorado,Platte River Power Authority,Fort Collins Utilities,264,242,0,0,0,Previously Mapped Features; Ventyx Research,2000
Planters Electric Member Corp,DistCoop,Regulated,Southern Co Services Inc,Oglethorpe Power Corp,Planters Electric Member Corp,67,86,0,0,0,Company Maps; Ventyx Research,Unknown
Glenwood Springs Electric System,Muni,Regulated,Public Service Co of Colorado,Public Service Co of Colorado,Glenwood Springs Electric System,22,24,0,0,0,Previously Mapped Features; Ventyx Research,2000
Roseau MN (City of),Muni,Regulated,Northern States Power,Northern Municipal Power Agency,Roseau MN (City of),7,10,0,0,0,Previously Mapped Features; Ventyx Research,na
Lakeland Dept of Electric Water Utilities,Muni,Regulated,Florida Municipal Power Pool,Lakeland Dept of Electric Water Utilities,Lakeland Dept of Electric Water Utilities,625,710,905.2,953.2,2630270,Previously Mapped Features; Ventyx Research,na
Moon Lake Electric Association Inc,DistCoop,Regulated,PacifiCorp,Deseret Power Electric Coop,Moon Lake Electric Association Inc,122,137,2.1,2.1,9470,Regional Maps; Ventyx Research,10/2003
Mansfield GA (City of),Muni,Regulated,Southern Co Services Inc,Municipal Electric Authority (GA),Mansfield GA (City of),2,2,0,0,0,Previously Mapped Features; Ventyx Research,na
Highline Electric Association,DistCoop,Regulated,WAPA Rocky Mountain Region,Tri State G & T Association Inc,Highline Electric Association,189,49,0,0,0,Regional Maps; Ventyx Research,Unknown
Aspen CO (City of),Muni,Regulated,Public Service Co of Colorado,Public Service Co of Colorado,Aspen CO (City of),11,14,5.45,5.45,0,Previously Mapped Features; Ventyx Research,na
Y W Electric Association Inc,DistCoop,Regulated,WAPA Rocky Mountain Region,Tri State G & T Association Inc,Y W Electric Association Inc,120,34,0,0,0,Regional Maps; Ventyx Research,Unknown
Yuma CO (City of),Muni,Regulated,Northern States Power,Midwest Reliability Organization,Yuma CO (City of),6,5,0.4,0.4,29,Previously Mapped Features; Ventyx Research,2000
Colorado Springs Utilities,Muni,Regulated,WAPA Rocky Mountain Region,Colorado Springs Utilities,Colorado Springs Utilities,782,795,612,616.8,4614400,Previously Mapped Features; Ventyx Research,2000
Gunnison Electric Dept,Muni,Regulated,WAPA Desert Southwest Region,WAPA Lower Colorado Region,Gunnison Electric Dept,8,14,0,0,0,Previously Mapped Features; Ventyx Research,2000
Jemez Mountains Electric Coop Inc,DistCoop,Regulated,WAPA Rocky Mountain Region,Tri State G & T Association Inc,Jemez Mountains Electric Coop Inc,62,67,0,0,0,Regional Maps; Ventyx Research,Unknown
Intermountain Rural Electric Association,DistCoop,Regulated,Public Service Co of Colorado,Public Service Co of Colorado,Intermountain Rural Electric Association,463,439,0,0,0,Regional Maps; Ventyx Research,Unknown
K C Electric Association,DistCoop,Regulated,WAPA Rocky Mountain Region,Tri State G & T Association Inc,K C Electric Association,56,16,0,0,0,Regional Maps; Ventyx Research,Unknown
Trinidad CO (City of),Muni,Regulated,WAPA Desert Southwest Region,Arkansas River Power Authority,Trinidad CO (City of),10,9,3.8,3.8,38,Previously Mapped Features; Ventyx Research,2000
Julesburg CO (City of),Muni,Regulated,Public Service Co of Colorado,Public Service Co of Colorado,Julesburg CO (City of),3,2,2.9,2.9,0,Previously Mapped Features; Ventyx Research,na
Delta Municipal Light & Power,Muni,Regulated,Northern States Power,Midwest Reliability Organization,Delta Municipal Light & Power,11,10,4.5,4.7,378,Previously Mapped Features; Ventyx Research,2000
Gunnison County Electric Association Inc,DistCoop,Regulated,WAPA Rocky Mountain Region,Tri State G & T Association Inc,Gunnison County Electric Association Inc,16,28,0,0,0,Regional Maps; Ventyx Research,Unknown
Lyons CO (Town of),Muni,Regulated,Northern States Power,Midwest Reliability Organization,Lyons CO (Town of),2,3,0,0,0,Previously Mapped Features; Ventyx Research,na
Middletown DE (Town of),Muni,Regulated,PJM Interconnection,PJM Interconnection,Middletown DE (Town of),37,27,0,0,0,Previously Mapped Features; Ventyx Research,na
Gulf Coast Electric Coop Inc,DistCoop,Regulated,PowerSouth Energy Coop,PowerSouth Energy Coop,Gulf Coast Electric Coop Inc,80,105,0,0,0,Regional Maps; Ventyx Research,02/2009
